objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Sentinels of the Multiverse: The Super Scientific Tachyon Promo Card","164439","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038373","5.72868","8.21351","2.5","0","663","thing","Sentinels of the Multiverse: The Super Scientific Tachyon Promo Card","2","5","60","60","60","2014","4","","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Unity Hero Character","124185","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038249","6.56876","8.04224","2.303","0","4061","thing","Sentinels of the Multiverse: Unity Hero Character","2","5","30","30","30","2012","3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Vengeance","134398","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038150","6.70782","7.93477","2.7727","0","5065","thing","Sentinels of the Multiverse: Vengeance","2","5","45","45","45","2014","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Villains of the Multiverse","171965","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950288","6.10396","7.94022","2.6667","0","2360","thing","Sentinels of the Multiverse: Villains of the Multiverse","2","5","60","60","60","2015","","","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Void Guard","209058","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038429","5.61305","8.18333","0","0","797","thing","Sentinels of the Multiverse: Void Guard","2","5","60","60","30","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Wager Master Villain Character","163686","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038362","5.9369","7.60727","2.1429","0","2258","thing","Sentinels of the Multiverse: Wager Master Villain Character","2","5","45","45","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Wrath of the Cosmos","154828","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038153","6.62711","8.32907","2.5714","0","3692","thing","Sentinels of the Multiverse: Wrath of the Cosmos","2","5","60","60","60","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Shogun Showdown","157435","7","","0","1","0","0","0","0","0","0","0","3","","","","","","27896498","0","6.87167","1.5","0","80","thing","Shogun Showdown","2","4","30","30","30","2014","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World","40692","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468690","7.22273","7.30766","2.3662","196","67728","thing","Small World","2","5","80","80","40","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World Underground","97786","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632170","7.04603","7.31027","2.5845","314","13732","thing","Small World Underground","2","5","90","90","30","2011","2,3,4,5","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World: 6 Player Board","149066","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632206","5.90532","7.44289","2.375","0","2152","thing","Small World: 6 Player Board","6","6","80","80","40","2013","6","6","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: A Spider's Web","165458","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632201","6.38671","7.59444","2.1905","0","4734","thing","Small World: A Spider's Web","2","5","80","80","80","2014","2,3,4,5","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Be Not Afraid...","81618","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632180","7.1893","7.639","2.2959","0","15556","thing","Small World: Be Not Afraid...","2","5","80","80","40","2010","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Cursed!","57072","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632187","7.12699","7.51531","2.2383","0","15630","thing","Small World: Cursed!","2","5","80","80","40","2009","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Grand Dames of Small World","57070","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632186","7.06139","7.44124","2.188","0","15222","thing","Small World: Grand Dames of Small World","2","5","80","80","40","2009","2,3,4,5","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Leaders of Small World","60054","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632184","6.00425","6.51919","1.9688","0","6099","thing","Small World: Leaders of Small World","2","5","80","80","40","2009","3,4,5","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Necromancer Island","84183","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632191","6.13224","6.72563","2.1786","0","7366","thing","Small World: Necromancer Island","3","6","80","80","40","2010","3,4,5,6","","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Realms","122316","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632134","6.52841","7.33865","2.4384","0","6774","thing","Small World: Realms","2","6","80","80","40","2012","2,3,4,5,6","4,5","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: River World","207121","0","","0","0","0","0","0","0","0","0","1","2","","","","","","50656204","5.86734","7.40763","2.2","0","2085","thing","Small World: River World","2","5","80","80","40","2016","2,3,4,5","4,5","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Royal Bonus","144171","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44632194","6.45847","7.57817","2.2","0","5213","thing","Small World: Royal Bonus","2","5","80","80","80","2013","2,3,4,5","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Sky Islands","235520","0","","0","0","0","0","0","0","0","0","1","2","","","","","","50656205","5.73584","7.87286","2","0","1011","thing","Small World: Sky Islands","3","6","80","80","40","2017","2,3,4,5,6","4,5","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Snake Oil","113289","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468807","6.28959","6.7458","1.1622","1331","4039","thing","Snake Oil","3","10","30","30","30","2010","4,5,6,7,8,9","5,6","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Fluxx","102104","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468411","6.10492","6.38817","1.4327","1796","9788","thing","Star Fluxx","2","6","10","10","10","2011","2,3,4,5","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms","147020","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950123","7.47792","7.61545","1.9631","88","40094","thing","Star Realms","2","2","20","20","20","2014","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms: Colony Wars","182631","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950244","7.30879","7.92229","1.9394","154","9779","thing","Star Realms: Colony Wars","2","2","20","20","20","2015","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms: Command Deck – Lost Fleet","231374","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950157","5.60357","8.06731","2","0","1032","thing","Star Realms: Command Deck – Lost Fleet","2","4","20","0","20","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Command Deck – The Alignment","231376","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950161","5.62948","7.79189","2","0","1237","thing","Star Realms: Command Deck – The Alignment","2","4","20","0","20","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Command Deck – The Alliance","231369","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950166","5.62579","7.84928","2.5","0","1257","thing","Star Realms: Command Deck – The Alliance","2","4","20","0","20","2018","2","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Command Deck – The Coalition","231370","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950186","5.62116","7.97077","2","0","1239","thing","Star Realms: Command Deck – The Coalition","2","4","20","0","20","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Command Deck – The Pact","231371","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950183","5.62856","7.96522","2","0","1258","thing","Star Realms: Command Deck – The Pact","2","4","20","0","20","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Command Deck – The Union","231372","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950176","5.62075","7.96308","2","0","1240","thing","Star Realms: Command Deck – The Union","2","4","20","0","20","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Command Deck – The Unity","231373","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950171","5.62507","7.97164","2.5","0","1260","thing","Star Realms: Command Deck – The Unity","2","4","20","0","20","2018","2","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Cosmic Gambit Set","179025","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950227","6.02892","7.29548","1.8333","0","3304","thing","Star Realms: Cosmic Gambit Set","2","6","20","0","20","2015","2,3,4","2","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Crisis – Bases & Battleships","166702","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950231","6.79688","7.7592","2","0","7458","thing","Star Realms: Crisis – Bases & Battleships","2","6","20","0","20","2014","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Crisis – Events","166707","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950235","6.40449","7.11124","1.913","0","7242","thing","Star Realms: Crisis – Events","2","6","20","0","20","2014","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Crisis – Fleets & Fortresses","166704","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950238","6.75517","7.75518","2.025","0","7132","thing","Star Realms: Crisis – Fleets & Fortresses","2","6","20","0","20","2014","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Crisis – Heroes","166708","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950239","6.34987","7.02447","2","0","7224","thing","Star Realms: Crisis – Heroes","2","6","20","0","20","2014","2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Frontiers","230253","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950197","6.26155","8.16101","2.0909","1391","2768","thing","Star Realms: Frontiers","1","4","45","45","20","2018","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms: Gambit Set","158957","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950219","6.44136","7.24638","1.9773","0","6693","thing","Star Realms: Gambit Set","1","6","20","20","20","2014","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Promo Pack I","203074","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950252","5.91802","7.9022","2","0","1744","thing","Star Realms: Promo Pack I","2","2","20","0","20","2016","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Rescue Run Promo Card","219507","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038104","5.53974","6.95882","3","0","442","thing","Star Realms: Rescue Run Promo Card","2","2","20","20","20","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Scenarios","224182","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950254","5.69048","7.97471","2","0","1170","thing","Star Realms: Scenarios","2","4","20","0","20","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Stellar Allies Pack","231375","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950155","5.62576","8.17419","2","0","1086","thing","Star Realms: Stellar Allies Pack","2","4","20","0","20","2018","1,2","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: United – Assault","208503","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950256","5.96657","7.95221","2.3333","0","2215","thing","Star Realms: United – Assault","2","2","20","0","20","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: United – Command","208501","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950258","5.96557","7.94371","2.3333","0","2189","thing","Star Realms: United – Command","2","2","20","0","20","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: United – Heroes","202247","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950261","5.84086","7.33421","2","0","2193","thing","Star Realms: United – Heroes","2","2","20","0","20","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: United – Missions","208502","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950259","5.83981","7.45109","2.3333","0","2144","thing","Star Realms: United – Missions","2","2","20","0","20","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Year Two Promo Cards","202862","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48950190","5.58944","8.17333","2","0","691","thing","Star Realms: Year Two Promo Cards","2","2","20","20","20","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Rebellion","187645","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42468828","8.16376","8.45687","3.6686","6","23664","thing","Star Wars: Rebellion","2","4","240","240","180","2016","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game","103885","0","","0","1","0","0","0","0","0","0","0","3","","Expansions","","","","42468840","7.56472","7.77856","2.4777","71","33993","thing","Star Wars: X-Wing Miniatures Game","2","2","45","45","30","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – A-Wing Expansion Pack","129430","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038728","6.71948","7.84148","2.3778","0","7526","thing","Star Wars: X-Wing Miniatures Game – A-Wing Expansion Pack","2","2","30","30","30","2013","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Alpha-Class Star Wing Expansion Pack","235606","0","","0","0","0","0","1","0","0","0","0","1","","","","","","49038859","5.63083","8.18378","0","0","589","thing","Star Wars: X-Wing Miniatures Game – Alpha-Class Star Wing Expansion Pack","2","2","45","45","45","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – B-Wing Expansion Pack","142546","0","","0","1","0","0","0","0","0","0","0","3","","","","","","49038870","6.69267","7.99554","2.6786","0","6519","thing","Star Wars: X-Wing Miniatures Game – B-Wing Expansion Pack","2","2","0","0","0","2013","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – E-Wing Expansion Pack","154768","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038818","6.31594","7.87695","2.6667","0","4025","thing","Star Wars: X-Wing Miniatures Game – E-Wing Expansion Pack","2","2","20","20","20","2014","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Ghost Expansion Pack","182370","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038837","5.89924","8.07533","2","0","1588","thing","Star Wars: X-Wing Miniatures Game – Ghost Expansion Pack","0","0","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – HWK-290 Expansion Pack","142545","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038780","6.30139","7.51117","2.3333","0","5116","thing","Star Wars: X-Wing Miniatures Game – HWK-290 Expansion Pack","2","2","0","0","0","2013","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Imperial Aces Expansion Pack","148259","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038742","6.60102","8.09876","2.5","0","5167","thing","Star Wars: X-Wing Miniatures Game – Imperial Aces Expansion Pack","2","4","30","30","30","2014","2,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – K-wing Expansion Pack","176744","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038844","6.03367","7.98672","3","0","2366","thing","Star Wars: X-Wing Miniatures Game – K-wing Expansion Pack","2","0","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Kihraxz Fighter Expansion Pack","176820","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038853","5.86748","7.6194","3","0","1854","thing","Star Wars: X-Wing Miniatures Game – Kihraxz Fighter Expansion Pack","2","0","20","0","20","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Lambda-class Shuttle Expansion Pack","142527","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038775","6.4028","7.70551","2.619","0","5060","thing","Star Wars: X-Wing Miniatures Game – Lambda-class Shuttle Expansion Pack","2","2","0","0","0","2013","2","2","All ages","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Millennium Falcon Expansion Pack","129432","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038699","7.11255","8.20222","2.3906","0","9355","thing","Star Wars: X-Wing Miniatures Game – Millennium Falcon Expansion Pack","2","2","0","0","0","2013","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Rebel Aces Expansion Pack","156770","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038788","6.4284","8.12401","2.5","0","4274","thing","Star Wars: X-Wing Miniatures Game – Rebel Aces Expansion Pack","2","2","30","30","30","2014","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Rebel Transport Expansion Pack","146757","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038771","6.06107","7.7031","2.9333","0","2896","thing","Star Wars: X-Wing Miniatures Game – Rebel Transport Expansion Pack","2","0","30","30","30","2014","","","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Slave I Expansion Pack","129433","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038700","6.8726","8.023","2.4182","0","7915","thing","Star Wars: X-Wing Miniatures Game – Slave I Expansion Pack","2","2","0","0","0","2013","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – StarViper Expansion Pack","164165","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038835","5.99397","7.68767","2.5","0","2493","thing","Star Wars: X-Wing Miniatures Game – StarViper Expansion Pack","2","2","0","0","0","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – TIE Advanced Expansion Pack","123764","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038740","6.85534","7.81647","2.2763","0","9114","thing","Star Wars: X-Wing Miniatures Game – TIE Advanced Expansion Pack","2","2","20","20","20","2012","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – TIE Bomber Expansion Pack","142547","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038795","6.45318","7.70703","2.4","0","5929","thing","Star Wars: X-Wing Miniatures Game – TIE Bomber Expansion Pack","2","2","0","0","0","2013","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – TIE Defender Expansion Pack","154767","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038831","6.31441","7.87886","2.4737","0","4056","thing","Star Wars: X-Wing Miniatures Game – TIE Defender Expansion Pack","2","2","20","20","20","2014","2","2","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – TIE Fighter Expansion Pack","123759","0","","0","1","0","0","0","0","0","0","0","3","","","","","","49038865","6.73272","7.89931","2.2222","0","7025","thing","Star Wars: X-Wing Miniatures Game – TIE Fighter Expansion Pack","2","2","20","20","20","2012","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – TIE Interceptor Expansion Pack","129431","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038733","6.83909","8.05663","2.2955","0","7349","thing","Star Wars: X-Wing Miniatures Game – TIE Interceptor Expansion Pack","2","2","30","30","30","2012","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – TIE Phantom Expansion Pack","154769","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038819","6.46884","8.1322","2.6","0","4329","thing","Star Wars: X-Wing Miniatures Game – TIE Phantom Expansion Pack","2","2","20","20","20","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – VT-49 Decimator Expansion Pack","161031","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038792","6.22051","8.11546","2.4545","0","3014","thing","Star Wars: X-Wing Miniatures Game – VT-49 Decimator Expansion Pack","2","2","0","0","0","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – X-Wing Expansion Pack","123755","0","","0","1","0","0","0","0","0","0","0","3","","","","","","49038864","6.81645","7.96045","2.2951","0","7449","thing","Star Wars: X-Wing Miniatures Game – X-Wing Expansion Pack","2","2","20","20","20","2012","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Y-Wing Expansion Pack","123763","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038744","6.80038","7.79813","2.3077","0","8581","thing","Star Wars: X-Wing Miniatures Game – Y-Wing Expansion Pack","2","2","20","20","20","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – YT-2400 Freighter Expansion Pack","161032","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038820","6.22852","8.05624","2.4545","0","3035","thing","Star Wars: X-Wing Miniatures Game – YT-2400 Freighter Expansion Pack","2","2","0","0","0","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Z-95 Headhunter Expansion Pack","154766","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49038823","6.21124","7.73264","2.1818","0","3934","thing","Star Wars: X-Wing Miniatures Game – Z-95 Headhunter Expansion Pack","2","2","20","20","20","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore","92190","0","","0","1","0","0","0","0","0","0","0","3","","Lots of expansions and Kickstarter stuff","","","","42468675","6.33943","6.8714","2.7547","1203","5314","thing","Super Dungeon Explore","2","6","120","120","120","2011","2,3,4,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Arcade","187872","0","","0","0","0","0","0","0","0","1","0","1","","","","","","49039259","0","4.27778","2","0","58","thing","Super Dungeon Explore: Arcade","1","6","240","240","120","0","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Beatrix The Witch Queen","187021","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039231","5.59583","7.81132","2.5","0","419","thing","Super Dungeon Explore: Beatrix The Witch Queen","2","6","120","120","120","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Brave-Mode Candy","181362","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039272","5.57387","7.42453","2","0","492","thing","Super Dungeon Explore: Brave-Mode Candy","2","6","120","120","120","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Calico Kate","130297","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039127","5.55004","7.48611","0","0","368","thing","Super Dungeon Explore: Calico Kate","2","6","120","120","120","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Captain R","152376","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039183","5.60732","7.22927","2.6","0","825","thing","Super Dungeon Explore: Captain R","0","0","0","0","0","2013","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Claws of the Wyrm Warband","180082","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039217","5.59167","7.31324","2","0","558","thing","Super Dungeon Explore: Claws of the Wyrm Warband","2","6","150","150","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Crown Guard","187871","0","","0","0","0","0","0","0","0","1","0","1","","","","","","49039260","0","4.5625","2","0","54","thing","Super Dungeon Explore: Crown Guard","1","6","240","240","120","0","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Deeproot Wolf Rider","180946","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039266","5.5701","7.50426","1.5","0","493","thing","Super Dungeon Explore: Deeproot Wolf Rider","2","6","0","0","0","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Dungeons of Crystalia Tile Pack","180084","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49039230","5.58679","7.48246","1.5","0","551","thing","Super Dungeon Explore: Dungeons of Crystalia Tile Pack","2","6","150","150","30","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
